1497700991	1
1497705966	1
1497707707	1
1497711089	1
1497711667	1
1497712210	1
1497712442	1
1497712970	1
1497713440	1
1497716021	1
1497718183	1
1497723431	1
1497725162	1
1497725303	1
1497728992	1
1497729487	1
1497732002	1
1497732861	1
1497733901	1
1497733968	1
1497743710	1
1497746119	1
1497746440	1
1497746796	1
1497753719	1
1497755102	1
1497758262	1
1497758320	1
1497761423	1
1497761639	1
1497762090	1
1497765135	1
1497765846	1
1497765903	1
1497765978	1
1497766265	1
1497766703	1
1497767073	1
1497768832	1
1497769335	1
1497769376	1
1497769699	1
1497778286	1
1497778534	1
1497778880	1
1497780704	1
1497783906	1
1497787220	1
1497794176	1
1497795660	1
