1124101498	1
1124102140	1
1124102538	1
1124102892	1
1124110341	1
1124111513	1
1124113634	1
1124113725	1
1124114392	1
1124115787	1
1124117718	1
1124119656	1
1124120258	1
1124120274	1
1124120415	1
1124120795	1
1124121751	1
1124122874	1
1124123005	1
1124123179	1
1124123328	1
1124125372	1
1124125885	1
1124126289	1
1124126339	1
1124126693	1
1124127238	1
1124127287	1
1124128269	1
1124128632	1
1124130257	1
1124130737	1
1124131453	1
1124133616	1
1124134945	1
1124135371	1
1124135801	1
1124135900	1
1124135934	1
1124142377	1
1124142526	1
1124144423	1
1124146345	1
1124149059	1
1124149083	1
1124150438	1
1124150495	1
1124151345	1
1124151592	1
1124152632	1
