1831103001	1
1831103035	1
1831106434	1
1831106442	1
1831106624	1
1831108273	1
1831118181	1
1831118280	1
1831118884	1
1831121045	1
1831122639	1
1831124239	1
1831127331	1
1831129428	1
1831138114	1
1831140334	1
1831141431	1
1831144591	1
1831148303	1
1831148428	1
1831153451	1
1831154012	1
1831154145	1
1831158344	1
1831159854	1
1831160118	1
1831161041	1
1831161934	1
1831166750	1
1831167220	1
1831172394	1
1831173475	1
1831174945	1
1831177401	1
1831177849	1
1831178011	1
1831178714	1
1831178961	1
1831180355	1
1831181783	1
1831186212	1
1831187822	1
1831188507	1
1831192897	1
1831194141	1
